Id	Body
65665	this comes from a realworld requirementthe idea is easy  if you have the threeletter abbreviated name of a month say jan get the numeric month number for jan  sure sure pick a language with tables or hashes and this is simple and straightforward  but for the purposes of this exercise we care about optimizing for number of characters comparedfor the naive approach doing this in whatever language  if month  jan then m  else if month  feb then m  else if month  mar then m      vdotsif we make the obvious assumption that a string comparison works left to right and stops at the first mismatch then when we run this for each day of the year that is for all  days jan  jan   dec  dec  this will end up requiring  comparisons or  character comparisons on average  surely we can do betterso the challenge is write the lowest cost abbreviationtonumber converter you canhow low can you gomy current best is bf for an average of bf character comparisons per call  current leading answer best verified submission without hashtable use is by ffao  also with a score of bf for an average of bf character comparisons per call    — this is believed to be optimalcurrent accepted answer best verified submission using hashtable as per rules is by  stewart becker with a score of bf for an average of bf character comparisons per callthe specificscode gets executed inorder as written optimizations done by a compiler dont countrelative comparisons not allowed  you get equal or notequal only this is an actual limitation of the reallife applicationcharacter arithmeticconversion to integers is not allowed also an actual limitation of the reallife application you have to work with the characters as themselves sorrystring compares are done left to right and stops either at the first mismatch or when all characters have been compared and matched one comparison is charged per character actually tested  comparing xyz to abc costs  and is false to xya  and false to xyz  and trueyou can use substrings or individual characters c stringarray indexing python slicing perlphp substr etc  comparing substrings or single characters works the same as any other string comparefor our purposes a tablehash lookup counts as a single string compare of your key against a probably theoretical indexignore leap years  there are  days in a year and february has  daysyour code needs to take an input that is a month abbreviation exactly one of these jan feb mar apr may jun jul aug sep oct nov dec and return the corresponding month number  through your code will be run  times corresponding with each of the  days in a year not necessarily in order  that is  times it will be run with the input jan  times with feb  times with mar  with apr  with may  with jun  with jul  with aug  with sep  with oct  with nov and  with dec in some random orderingyour score is the total number of characters your code compares for all  invocationsplease provide your score and average comparison count with your answerill verify your score best score gets the colorgreencheckmark smalltextacceptoh and yes  this is a puzzle finding how to best do this is actually pretty interesting and optimizing it even more so
133	in this question i presented a puzzle involving seven locks with a grand vizier and four slavesbut i would like to use this style of puzzle in some of my own secretunlocking riddles in order to require that a person solve a specific number of problems in order to proceed without regard for what order they solve them in or which ones they decide to solve to do this i make each riddle reveal a specific section of a secret key upon being solved which is analogous to getting one person to use all his keys to unlock some of the locks on the boxfor example consider the following  i have two level a riddles four level b riddles and six level c  riddles and i want the challenger to pass if and only if hes solved  at least one of the following sets      one level a riddle and two level b riddles  one level a riddle one level b riddle and two level c riddles  two level b riddles and three level c riddles  all six level c riddles  how do i go about finding a configuration of keys that would make these conditions or any other conditions i might care to devise hold
82054	omg me and my sister are like total bffs and we share clothes like all the time  we soooo have the same sense of style and we borrow stuff from each other like every single secondwe dont even care like who was the last to borrow what from who or whatever  we can work anything into our outfits no matter what and make like a totally new outfit every time  and we always look so cuteseriously the one thing is we like never ever ever wear the same outfit twice  that would be so embarrassing you could just die  you know what i meananyway check it outtake sisters castle  oaths through  more outfitsby lendingborrowing one accessory letter at a timesolutioncastle          oaths                                          s                        v              vcastles         oath                                          l                        v              vcastes          loath                                          e                        v              vcasts           loathe                                          o                        v              vcoasts          lathe                                          s                        v              vcoats           lathes                                          o                        v              vcats            loathesat this point i typically remind solvers that my puzzles only use wellknown words but these tandem chains are difficult to construct without a few nearslang words  so be prepared for an occasional ding ting zing bling cred or dangsee if you can help these  sister pairs change their outfits  take sisters sand  pile through  more outfits by lendingborrowing one accessory letter at a time  take sisters tried  gins through  more outfits by lendingborrowing one accessory letter at a time  take sisters beers  taps through  more outfits by lendingborrowing one accessory letter at a time  take sisters scored  cup through  more outfits by lendingborrowing one accessory letter at a time  take sisters coots  bats through  more outfits by lendingborrowing one accessory letter at a timeepilogueextra super double credit to osdavison brandonj and dolgubon for coming up with longer chains than i had prescribedsee the sequel here
114822	by moving only  matchstick make the equation correct not equal and  and
57482	i got a letter from someone today there was no name or address of sender but only some scrambled lettersinside the letter the text was writtenmessage for you and below that was scratchable area after scratching that i got encrypted message  tlfniuohigczcan you help me find out what is the message and who sent ithint sorry guys was away for some time but i found something weird that could be of some use i photocopied the letter and in the copy i can see some watermarks as my machine was not working properly so cant find whats written exactly but some dots around some letters may be you guys could find something from it so sharing a pic of copy   hint  edit   the watermark is only around lower case lettershint the correct photocopy of cover of letter i can clearly see numbers around some letters   hint    take pairs from what you see and you will find from part of letterdont expect only namehint    now as you already played with lowers its time for another type capitals keep in mind take pairs also dont get confused by words you can always play with lettersphint    combine hint  and editthe first part of puzzle has been solved by tyobrien so i will appreciate if anyone wanna solve the second part ie decode the actual messageindependent of first part
8330	find the largest integer that is a product of threedigit number and a onedigit number and also a product of two twodigit numbersfor example  x    x  of course  is not the largest
8336	alfréd rényi a hungarian mathematician said that a mathematician is a machine for turning coffee into theorems its believed that his mention was about his colleague paul erdős the celebrated mathematicianhow much coffee had he drunken for his theorems i think that he would drink  cups of coffee per theorem    coffee  coffee coffee theorem
114835	is the expression below correct  no  but i never take no for an answeryour task is to make the expression true by moving exactly two matchsticksas usual inequalities are not allowed  so is removing burning breaking eating etc matcheshint i never take no for an answer
152	heres another oldie from a book slightly paraphrased to make it more quantitative  youre in a room with a ceiling exactly  feet high two thin but sturdy ropes are hanging from fixed hooks at the ceiling and just touch the ground close enough that you can grab both of them at the same time comfortably you can climb these ropes but there is nothing else to climb on equipped with only a knife how much of the rope can you cut down and still end up on the ground unharmed if you can only fall  feet without injuring yourself
98456	im good for your house im bad for your phonein the right form i can be worth a lot in the wrong hands i can damage a lotsome people say they make me when scaredother people tend to hit me before they leaveso what am i
24728	the clue is hidden in this statement read the note handed to sherlock by moriarty who hid the stolen treasure in one of the ten pillars which pillar is it
65692	note very much of this question is part of the challenge and exact wording sometimes matters please do not edit for clarity without ensuring that your edit does not disturb the puzzlewhen you log into your computer an alert pops up it reads your computer has been hacked the system destroys you shut off your computer and it comes back on it pops up with a huge blue screen that says en but you know about computers you restart your computer this time you hit the safe mode button but when you log in the same thing happens but this time there are four buttons below it a password box and a bit of text which reads  when you click the buttons they have passwords when you click the correct button and enter the correct password your computer is unlocked but if it is wrong your bank account will be hacked and your computer will self destructyou wonder if the numbers do anything you click the four buttons when you click one an alert box pops up with a password here is what they said  red password  blue   green idk  yellow xbdndyou bring your computer to the store and they try to fix it but nothing works they reset the computer but the whole process just restarts they backup the hard drive and wipe it but then the backup transfers the same virus to your other computer what is the passwordhint   very much of the puzzle is dependent on the text enextra hint   the system destroys
163	if you use the beginners method to solve the rubiks cube and solve the equator layer the layer between the ulayer and dlayer it can happen that one of the edges is flipped like thisscreenshot generated using cube explorera way to solve this is to replace the flipped edge by a random block and then put the edge at its right place however i would prefer a shorter way to do this it does not matter what happens to the top layerhow can i do this
166	you have  identical ropes which burn at a specific rate and an unlimited supply of matches when you light one end of a rope the fire will take exactly  hour to travel to the other end of the ropeyou need to measure exactly  minutes you must start by lighting one or both of the ropes you can light or extinguish either end of either rope later but you must only do this immediately after a rope has finished burning as this is the only accurate way to measure elapsed time you also must not light anywhere but the end of a rope or any other form of guessing you may finish with or without any remaining rope
73896	add only one line does not have to be a straight horizontal line or in other words doesnt need to be an axis aligned to the equal sign to make the equation below true equation       notes and clarification crossing the equal sign is not allowedmaking a less or more than sign ≤ or ≥ is also not allowedthis is not a duplicate of       the answer with the most votes will get the green checkmark
65712	i am powerful on one side    twice when i am infinite    while half of me negates    my other inflates    you could call me an a ray    or maybe a sill ender    but never ever shall you    call me a well rounded figure    i can fly or i can spin    but never will i have a double endhint   ldrulhint probably gives away the answer   magnet
49329	youre traveling on a hiking trip in the land of landilandia when you encounter a forest the notes in your guidebook tell you that theres a safe route here leading into the woods but when you approach you discover that there are actually two paths to choose from beside them are three men sitting outside of a tent engaging in some sort of friendly card gamethe first man looks up as you approach he immediately hails you cheerfully saying be aware traveler if you enter this forest you take your life into your own hands for at least one of these paths will lead into periluh thanks you say you look back and forth between the left path and the right one i guess this trip might not be as simple as i was hopingthen man laughs then adds with a wink and seeing as youre probably hoping to find out which path  if any  might be safe to travel you should know that one of us is a knave who always lies one of us is a knight who always tells the truth and one of us is an alternator who strictly alternates between lying and telling the truthwhat an odd custom you had read about people like this in books but this is your first time meeting any in real life but you recheck your trustworthy guidebook and it confirms that this is indeed so men in this particular region of landilandia always travel in groups of three one knave one knight and one alternator and naturally they know which of them is whichhowever your guidebook also notes that there are strict social rules on foreign visitors such as yourself interrogating the locals asking questions that cant be answered with a yes or a no is considered a grave insult and asking too many questions would be tantamount to picking a fight and youre pretty sure you wouldnt winhow can you find a safe path into the forest with the fewest questions possible and a followup question if that one is too easy for you   even though you dont strictly need to know in order to travel safely through the woods you cant help but wonder which man is the knight which is the knave and which is the alternator after a brief internal struggle you finally come up with a compromise between your curiosity and your politeness how can you find a safe path into the forest and correctly identify all three mens roles at the same time without asking the men more than one question each ie not more than three questions total one per man
183	you are given twelve identicallooking balls and a twosided scale one of the balls is of a different weight although you dont know whether its lighter or heavier how can you use just three weighings of the scale to determine not only what the different ball is but also whether its lighter or heavier
82110	tilting the image is not allowedyou can cannot change order of digitsyou cannot change the size if digits unless you are harry potteryou can increase or decrease space between digits thoughhintthink different
32986	chapter  in the book  surprising scientific facts breakthroughs and discoveries of sharon bertsch mcgrayne wiley  states that  northfacing rocks that soak up polar sunlight can be °c  °f warmer than the surrounding airwhats really strange about this statement
219	the four color theorem states that no more than four colors are required for any map  can it be proved or disproved that  colors can be used for united states map
231	of the following  strategies for getting started assembling a jigsaw puzzleassembling the border and connecting other pieces to itworking your way out from one corner  trying to assemble faces or other recognizable parts of the picturepicking a random piece and working your way out from it  finding random pieces that fit togetherwhich one or what combination results in the shortest solving time on average statistically speaking according to the experts note that this is not a matter of experience what do the studies on jigsawpuzzle solving showbe sure to include the reasons why the strategy or combination of strategies is the fastest
236	the riddlerandall munroe of xkcd fame has a bit hidden on his site a logic puzzle  a group of people with assorted eye colors live on an island they are  all perfect logicians  if a conclusion can be logically deduced  they will do it instantly no one knows the color of their eyes every  night at midnight a ferry stops at the island any islanders who have  figured out the color of their own eyes then leave the island and the  rest stay everyone can see everyone else at all times and keeps a  count of the number of people they see with each eye color excluding  themselves but they cannot otherwise communicate everyone on the  island knows all the rules in this paragraph    on this island there are  blueeyed people  browneyed people  and the guru she happens to have green eyes so any given blueeyed  person can see  people with brown eyes and  people with blue eyes  and one with green but that does not tell him his own eye color as  far as he knows the totals could be  brown and  blue or   brown  blue and he could have red eyes    the guru is allowed to speak once lets say at noon on one day in  all their endless years on the island standing before the islanders  she says the following    i can see someone who has blue eyes    who leaves the island and on what night    there are no mirrors or reflecting surfaces nothing dumb it is not a  trick question and the answer is logical it doesnt depend on tricky  wording or anyone lying or guessing and it doesnt involve people  doing something silly like creating a sign language or doing genetics  the guru is not making eye contact with anyone in particular shes  simply saying i count at least one blueeyed person on this island  who isnt me    and lastly the answer is not no one leaveshe admits the puzzle isnt his  i didnt come up with the idea of this puzzle but ive written and rewritten it over the the years to try to make a definitive version the guy who told it to me originally was some dude on the street in boston named joelthe answerhe gives his solution  the answer is that on the th day all  blueeyed people will leave its pretty convoluted logic and it took me a while to believe the solution but heres a rough guide to how to get there note  while the text of the puzzle is very carefully worded to be as clear and unambiguous as possible thanks to countless discussions with confused readers this solution is pretty throwntogether its correct but the explanationwording might not be the best if youre really confused by something let me know    if you consider the case of just one blueeyed person on the island you can show that he obviously leaves the first night because he knows hes the only one the guru could be talking about he looks around and sees no one else and knows he should leave so theorem  if there is one blueeyed person he leaves the first night    if there are two blueeyed people they will each look at the other they will each realize that if i dont have blue eyes hypothesis  then that guy is the only blueeyed person and if hes the only person by theorem  he will leave tonight they each wait and see and when neither of them leave the first night each realizes my hypothesis  was incorrect i must have blue eyes and each leaves the second night    so theorem  if there are two blueeyed people on the island they will each leave the nd night    if there are three blueeyed people each one will look at the other two and go through a process similar to the one above each considers the two possibilities  i have blue eyes or i dont have blue eyes he will know that if he doesnt have blue eyes there are only two blueeyed people on the island  the two he sees so he can wait two nights and if no one leaves he knows he must have blue eyes  theorem  says that if he didnt the other guys would have left when he sees that they didnt he knows his eyes are blue all three of them are doing this same process so they all figure it out on day  and leave    this induction can continue all the way up to theorem  which each person on the island in the problem will of course know immediately then theyll each wait  days see that the rest of the group hasnt gone anywhere and on the th night they all leave    before you email me to argue or question this solution is correct my explanation may not be the clearest and its very difficult to wrap your head around at least it was for me but the facts of it are accurate ive talked the problem over with many logicmath professors worked through it with students and analyzed from a number of different angles the answer is correct and proven even if my explanations arent as clear as they could be    user lolbifrons on reddit posted an inductive proof    if youre satisfied with this answer here are a couple questions that may force you to further explore the structure of the puzzle       what is the quantified piece of information that the guru provides that each person did not already have   each person knows from the beginning that there are no less than  blueeyed people on the island how then is considering the  and person cases relevant if they can all rule them out immediately as possibilities   why do they have to wait  nights if on the first  or so of these nights theyre simply verifying something that they already know       these are just to give you something to think about if you enjoyed the main solution they have answers but please dont email me asking for them theyre meant to prompt thought on the solution and each can be answered by considering the solution from the right angle in the right terms theres a different way to think of the solution involving hypotheticals inside hypotheticals and it is much more concrete if a little harder to discuss but in it lies the key to answering the four questions abovethe questioneverybody on the island could have come to the conclusion that there is at least one person with blue eyes simply by looking around seeing  people with blue eyes and realising that everybody can see at least one person with blue eyesso why is it necessary for the guru to say i see at least one person with blue eyes to get the ball rolling
